2015-01-27       15
2015-01-28       35
2015-01-29       12
2015-01-30       17
2015-01-31       42
2015-02-01       11
2015-02-02       7
2015-02-03       33
2015-02-04       22
2015-02-05       9
2015-02-06       13
2015-02-07       35
2015-02-08       30
2015-02-09       14
2015-02-10       6
2015-02-11       12
2015-02-12       22
2015-02-13       30
2015-02-14       17
2015-02-15       12
2015-02-16       23
2015-02-17       48
2015-02-18       57
2015-02-19       25
2015-02-20       39
